artistID;name;url;pictureURL
1;malice_mizer;http://www.last.fm/music/MALICE+MIZER;http://userserve-ak.last.fm/serve/252/10808.jpg
2;diary_of_dreams;http://www.last.fm/music/Diary+of+Dreams;http://userserve-ak.last.fm/serve/252/3052066.jpg
3;carpathian_forest;http://www.last.fm/music/Carpathian+Forest;http://userserve-ak.last.fm/serve/252/40222717.jpg
4;moi_dix_mois;http://www.last.fm/music/Moi+dix+Mois;http://userserve-ak.last.fm/serve/252/54697835.png
5;bella_morte;http://www.last.fm/music/Bella+Morte;http://userserve-ak.last.fm/serve/252/14789013.jpg
6;moonspell;http://www.last.fm/music/Moonspell;http://userserve-ak.last.fm/serve/252/2181591.jpg
7;marilyn_manson;http://www.last.fm/music/Marilyn+Manson;http://userserve-ak.last.fm/serve/252/2558217.jpg
8;dir_en_grey;http://www.last.fm/music/DIR+EN+GREY;http://userserve-ak.last.fm/serve/252/46968835.png
9;combichrist;http://www.last.fm/music/Combichrist;http://userserve-ak.last.fm/serve/252/51273485.jpg
10;grendel;http://www.last.fm/music/Grendel;http://userserve-ak.last.fm/serve/252/5872875.jpg
11;agonoize;http://www.last.fm/music/Agonoize;http://userserve-ak.last.fm/serve/252/31693309.jpg
12;behemoth;http://www.last.fm/music/Behemoth;http://userserve-ak.last.fm/serve/252/54196161.jpg
13;hocico;http://www.last.fm/music/Hocico;http://userserve-ak.last.fm/serve/252/34892635.jpg
15;dimmu_borgir;http://www.last.fm/music/Dimmu+Borgir;http://userserve-ak.last.fm/serve/252/52216127.png
16;london_after_midnight;http://www.last.fm/music/London+After+Midnight;http://userserve-ak.last.fm/serve/252/5364091.jpg
17;psyclon_nine;http://www.last.fm/music/Psyclon+Nine;http://userserve-ak.last.fm/serve/252/35246025.jpg
18;the_cruxshadows;http://www.last.fm/music/The+Cr%C3%BCxshadows;http://userserve-ak.last.fm/serve/252/10323129.jpg
19;wumpscut;http://www.last.fm/music/%3Awumpscut%3A;http://userserve-ak.last.fm/serve/252/541326.jpg
20;limbonic_art;http://www.last.fm/music/Limbonic+Art;http://userserve-ak.last.fm/serve/252/29314111.jpg
21;artista_sconosciuto;http://www.last.fm/music/Artista+sconosciuto;http://userserve-ak.last.fm/serve/252/17969009.png
22;xotox;http://www.last.fm/music/xotox;http://userserve-ak.last.fm/serve/252/5297893.jpg
23;the_kovenant;http://www.last.fm/music/The+Kovenant;http://userserve-ak.last.fm/serve/252/8058051.jpg
24;feindflug;http://www.last.fm/music/Feindflug;http://userserve-ak.last.fm/serve/252/17291471.jpg
25;cradle_of_filth;http://www.last.fm/music/Cradle+of+Filth;http://userserve-ak.last.fm/serve/252/30799583.jpg
26;tamtrum;http://www.last.fm/music/Tamtrum;http://userserve-ak.last.fm/serve/252/8193963.jpg
27;laibach;http://www.last.fm/music/Laibach;http://userserve-ak.last.fm/serve/252/615172.jpg
28;gorgoroth;http://www.last.fm/music/Gorgoroth;http://userserve-ak.last.fm/serve/252/35522943.jpg
30;and_one;http://www.last.fm/music/And+One;http://userserve-ak.last.fm/serve/252/50818861.jpg
31;amduscia;http://www.last.fm/music/Amduscia;http://userserve-ak.last.fm/serve/252/23951523.jpg
32;covenant;http://www.last.fm/music/Covenant;http://userserve-ak.last.fm/serve/252/59793013.jpg
34;icon_of_coil;http://www.last.fm/music/Icon+of+Coil;http://userserve-ak.last.fm/serve/252/371747.jpg
36;kmfdm;http://www.last.fm/music/KMFDM;http://userserve-ak.last.fm/serve/252/19970449.jpg
37;funker_vogt;http://www.last.fm/music/Funker+Vogt;http://userserve-ak.last.fm/serve/252/16436553.jpg
38;dawn_of_ashes;http://www.last.fm/music/Dawn+of+Ashes;http://userserve-ak.last.fm/serve/252/28578343.jpg
39;sopor_aeternus_and_the_ensemble_of_shadows;http://www.last.fm/music/Sopor%2BAeternus%2B%2526%2BThe%2BEnsemble%2Bof%2BShadows;http://userserve-ak.last.fm/serve/252/260221.jpg
40;the_faint;http://www.last.fm/music/The+Faint;http://userserve-ak.last.fm/serve/252/1985.jpg
41;god_module;http://www.last.fm/music/God+Module;http://userserve-ak.last.fm/serve/252/608782.jpg
43;noisuf_x;http://www.last.fm/music/Noisuf-X;http://userserve-ak.last.fm/serve/252/27456325.jpg
44;das_ich;http://www.last.fm/music/Das+Ich;http://userserve-ak.last.fm/serve/252/46246053.jpg
45;mindless_self_indulgence;http://www.last.fm/music/Mindless+Self+Indulgence;http://userserve-ak.last.fm/serve/252/360590.jpg
46;pyotr_ilyich_tchaikovsky;http://www.last.fm/music/Pyotr+Ilyich+Tchaikovsky;http://userserve-ak.last.fm/serve/252/44326361.png
47;emperor;http://www.last.fm/music/Emperor;http://userserve-ak.last.fm/serve/252/12767259.jpg
48;anorexia_nervosa;http://www.last.fm/music/Anorexia+Nervosa;http://userserve-ak.last.fm/serve/252/396508.jpg
49;reaper;http://www.last.fm/music/Reaper;http://userserve-ak.last.fm/serve/252/36414477.png
50;gothminister;http://www.last.fm/music/Gothminister;http://userserve-ak.last.fm/serve/252/23255695.jpg
51;duran_duran;http://www.last.fm/music/Duran+Duran;http://userserve-ak.last.fm/serve/252/155668.jpg
52;morcheeba;http://www.last.fm/music/Morcheeba;http://userserve-ak.last.fm/serve/252/46005111.png
53;air;http://www.last.fm/music/Air;http://userserve-ak.last.fm/serve/252/251119.jpg
54;hooverphonic;http://www.last.fm/music/Hooverphonic;http://userserve-ak.last.fm/serve/252/40553471.png
55;kylie_minogue;http://www.last.fm/music/Kylie+Minogue;http://userserve-ak.last.fm/serve/252/12740835.jpg
56;daft_punk;http://www.last.fm/music/Daft+Punk;http://userserve-ak.last.fm/serve/252/10923145.png
57;thievery_corporation;http://www.last.fm/music/Thievery+Corporation;http://userserve-ak.last.fm/serve/252/50633735.png
58;goldfrapp;http://www.last.fm/music/Goldfrapp;http://userserve-ak.last.fm/serve/252/36460899.png
59;new_order;http://www.last.fm/music/New+Order;http://userserve-ak.last.fm/serve/252/6650979.jpg
60;matt_bianco;http://www.last.fm/music/Matt+Bianco;http://userserve-ak.last.fm/serve/252/369674.jpg
61;talk_talk;http://www.last.fm/music/Talk+Talk;http://userserve-ak.last.fm/serve/252/48047875.jpg
62;prefab_sprout;http://www.last.fm/music/Prefab+Sprout;http://userserve-ak.last.fm/serve/252/15600007.png
63;enigma;http://www.last.fm/music/Enigma;http://userserve-ak.last.fm/serve/252/36180069.png
64;royksopp;http://www.last.fm/music/R%C3%B6yksopp;http://userserve-ak.last.fm/serve/252/10953763.jpg
65;coldplay;http://www.last.fm/music/Coldplay;http://userserve-ak.last.fm/serve/252/67770.jpg
66;faithless;http://www.last.fm/music/Faithless;http://userserve-ak.last.fm/serve/252/42558111.jpg
67;madonna;http://www.last.fm/music/Madonna;http://userserve-ak.last.fm/serve/252/340387.jpg
68;icehouse;http://www.last.fm/music/Icehouse;http://userserve-ak.last.fm/serve/252/189704.jpg
69;sade;http://www.last.fm/music/Sade;http://userserve-ak.last.fm/serve/252/61389233.png
70;moby;http://www.last.fm/music/Moby;http://userserve-ak.last.fm/serve/252/130045.jpg
71;dido;http://www.last.fm/music/Dido;http://userserve-ak.last.fm/serve/252/21564957.jpg
72;depeche_mode;http://www.last.fm/music/Depeche+Mode;http://userserve-ak.last.fm/serve/252/75022.jpg
73;cafe_del_mar;http://www.last.fm/music/Caf%C3%A9+Del+Mar;http://userserve-ak.last.fm/serve/252/30003469.jpg
74;basia;http://www.last.fm/music/Basia;http://userserve-ak.last.fm/serve/252/28540541.png
75;camouflage;http://www.last.fm/music/Camouflage;http://userserve-ak.last.fm/serve/252/4183502.jpg
76;electronic;http://www.last.fm/music/Electronic;http://userserve-ak.last.fm/serve/252/11464257.jpg
77;george_michael;http://www.last.fm/music/George+Michael;http://userserve-ak.last.fm/serve/252/39849449.png
78;the_adventures;http://www.last.fm/music/The+Adventures;http://userserve-ak.last.fm/serve/252/462539.jpg
79;fiction_factory;http://www.last.fm/music/Fiction+Factory;http://userserve-ak.last.fm/serve/252/365892.jpg
80;groove_armada;http://www.last.fm/music/Groove+Armada;http://userserve-ak.last.fm/serve/252/7025387.jpg
81;portishead;http://www.last.fm/music/Portishead;http://userserve-ak.last.fm/serve/252/11272935.jpg
82;marc_almond;http://www.last.fm/music/Marc+Almond;http://userserve-ak.last.fm/serve/252/50997309.png
83;cock_robin;http://www.last.fm/music/Cock+Robin;http://userserve-ak.last.fm/serve/252/287993.jpg
84;cut_copy;http://www.last.fm/music/Cut+Copy;http://userserve-ak.last.fm/serve/252/9539517.jpg
85;spandau_ballet;http://www.last.fm/music/Spandau+Ballet;http://userserve-ak.last.fm/serve/252/354540.jpg
86;katie_melua;http://www.last.fm/music/Katie+Melua;http://userserve-ak.last.fm/serve/252/38702721.png
87;deacon_blue;http://www.last.fm/music/Deacon+Blue;http://userserve-ak.last.fm/serve/252/439471.jpg
88;gorillaz;http://www.last.fm/music/Gorillaz;http://userserve-ak.last.fm/serve/252/45388159.png
89;lady_gaga;http://www.last.fm/music/Lady+Gaga;http://userserve-ak.last.fm/serve/252/47390093.png
90;kosheen;http://www.last.fm/music/Kosheen;http://userserve-ak.last.fm/serve/252/3309551.jpg
91;nik_kershaw;http://www.last.fm/music/Nik+Kershaw;http://userserve-ak.last.fm/serve/252/4204557.jpg
92;vitamin_z;http://www.last.fm/music/Vitamin+Z;http://userserve-ak.last.fm/serve/252/197506.jpg
93;jean_michel_jarre;http://www.last.fm/music/Jean-Michel+Jarre;http://userserve-ak.last.fm/serve/252/242240.jpg
94;ministry_of_sound;http://www.last.fm/music/Ministry+of+Sound;http://userserve-ak.last.fm/serve/252/13305931.jpg
95;simply_red;http://www.last.fm/music/Simply+Red;http://userserve-ak.last.fm/serve/252/50997673.png
96;fleetwood_mac;http://www.last.fm/music/Fleetwood+Mac;http://userserve-ak.last.fm/serve/252/337211.jpg
97;duffy;http://www.last.fm/music/Duffy;http://userserve-ak.last.fm/serve/252/55142075.png
98;japan;http://www.last.fm/music/Japan;http://userserve-ak.last.fm/serve/252/34822153.jpg
99;inxs;http://www.last.fm/music/INXS;http://userserve-ak.last.fm/serve/252/26433237.jpg
100;abc;http://www.last.fm/music/ABC;http://userserve-ak.last.fm/serve/252/41596559.png
101;pleq;http://www.last.fm/music/Pleq;http://userserve-ak.last.fm/serve/252/58414481.jpg
102;segue;http://www.last.fm/music/Segue;http://userserve-ak.last.fm/serve/252/38568681.jpg
103;max_richter;http://www.last.fm/music/Max+Richter;http://userserve-ak.last.fm/serve/252/51974589.png
104;celer;http://www.last.fm/music/Celer;http://userserve-ak.last.fm/serve/252/43677713.jpg
105;pjusk;http://www.last.fm/music/Pjusk;http://userserve-ak.last.fm/serve/252/43518367.jpg
106;pleq_and_segue;http://www.last.fm/music/Pleq%2B%2526%2BSegue;http://userserve-ak.last.fm/serve/252/58293455.jpg
107;burial;http://www.last.fm/music/Burial;http://userserve-ak.last.fm/serve/252/60689649.png
108;magnitophono;http://www.last.fm/music/Magnitophono;http://userserve-ak.last.fm/serve/252/24388525.jpg
109;andy_graydon;http://www.last.fm/music/andy+graydon;http://userserve-ak.last.fm/serve/252/26569717.jpg
110;ddekombinacja;http://www.last.fm/music/ddekombinacja;http://userserve-ak.last.fm/serve/252/31731637.jpg
111;pleq_and_anna_rose_carter;http://www.last.fm/music/+noredirect/Pleq%2B%2526%2BAnna%2BRose%2BCarter;
112;go_koyashiki;http://www.last.fm/music/Go+Koyashiki;http://userserve-ak.last.fm/serve/252/58277441.jpg
113;dustin_ohalloran;http://www.last.fm/music/Dustin+O%27Halloran;http://userserve-ak.last.fm/serve/252/28429321.jpg
114;offthesky;http://www.last.fm/music/offthesky;http://userserve-ak.last.fm/serve/252/35022765.png
115;nebulo;http://www.last.fm/music/Nebulo;http://userserve-ak.last.fm/serve/252/14070783.jpg
116;fjordne;http://www.last.fm/music/Fjordne;http://userserve-ak.last.fm/serve/252/43583903.jpg
117;pleq_and_chihiro;http://www.last.fm/music/Pleq%2B%2526%2BChihiro;http://userserve-ak.last.fm/serve/252/24610863.jpg
118;spyweirdos;http://www.last.fm/music/Spyweirdos;http://userserve-ak.last.fm/serve/252/59489573.png
119;billy_gomberg_+_offthesky;http://www.last.fm/music/+noredirect/billy%2Bgomberg%2B%252B%2Boffthesky;
120;deru;http://www.last.fm/music/Deru;http://userserve-ak.last.fm/serve/252/27329185.jpg
121;lukid;http://www.last.fm/music/Lukid;http://userserve-ak.last.fm/serve/252/47883977.jpg
122;manekinekod;http://www.last.fm/music/Manekinekod;http://userserve-ak.last.fm/serve/252/39374677.jpg
123;danny_norbury;http://www.last.fm/music/Danny+Norbury;http://userserve-ak.last.fm/serve/252/4964091.jpg
124;shinkei_and_mise_en_scene;http://www.last.fm/music/Shinkei%2B%2526%2BMise%2BEn%2BScene;
125;aslope;http://www.last.fm/music/aslope;http://userserve-ak.last.fm/serve/252/39251237.jpg
126;the_notwist;http://www.last.fm/music/The+Notwist;http://userserve-ak.last.fm/serve/252/13533259.jpg
127;off_the_sky;http://www.last.fm/music/Off+the+Sky;http://userserve-ak.last.fm/serve/252/421091.jpg
128;strom_noir;http://www.last.fm/music/strom+noir;http://userserve-ak.last.fm/serve/252/5519362.jpg
129;aless;http://www.last.fm/music/Aless;http://userserve-ak.last.fm/serve/252/44521979.jpg
130;philippe_lamy;http://www.last.fm/music/Philippe+Lamy;http://userserve-ak.last.fm/serve/252/34563725.jpg
131;part_timer;http://www.last.fm/music/Part+Timer;http://userserve-ak.last.fm/serve/252/26514979.jpg
132;deaf_center;http://www.last.fm/music/Deaf+Center;http://userserve-ak.last.fm/serve/252/179552.jpg
133;lauki;http://www.last.fm/music/Lauki;
134;big_brotherz;http://www.last.fm/music/Big+Brotherz;http://userserve-ak.last.fm/serve/252/48444347.jpg
135;cokiyu;http://www.last.fm/music/cokiyu;http://userserve-ak.last.fm/serve/252/41954375.jpg
136;verbose;http://www.last.fm/music/Verbose;http://userserve-ak.last.fm/serve/252/3406085.jpg
137;worm_is_green;http://www.last.fm/music/Worm+Is+Green;http://userserve-ak.last.fm/serve/252/613837.jpg
138;library_tapes;http://www.last.fm/music/Library+Tapes;http://userserve-ak.last.fm/serve/252/2247728.jpg
139;richard_skelton;http://www.last.fm/music/Richard+Skelton;http://userserve-ak.last.fm/serve/252/43254939.png
140;matryoshka;http://www.last.fm/music/Matryoshka;http://userserve-ak.last.fm/serve/252/42836783.jpg
141;aidan_baker;http://www.last.fm/music/Aidan+Baker;http://userserve-ak.last.fm/serve/252/60671123.jpg
142;ylid;http://www.last.fm/music/Ylid;http://userserve-ak.last.fm/serve/252/381247.jpg
143;daisuke_miyatani;http://www.last.fm/music/Daisuke+Miyatani;http://userserve-ak.last.fm/serve/252/28588821.jpg
144;dakota_suite;http://www.last.fm/music/Dakota+Suite;http://userserve-ak.last.fm/serve/252/34844669.jpg
145;ryonkt;http://www.last.fm/music/Ryonkt;http://userserve-ak.last.fm/serve/252/3400979.jpg
146;hird;http://www.last.fm/music/Hird;http://userserve-ak.last.fm/serve/252/317707.jpg
147;svarte_greiner;http://www.last.fm/music/Svarte+Greiner;http://userserve-ak.last.fm/serve/252/29675371.jpg
148;the_boats;http://www.last.fm/music/The+Boats;http://userserve-ak.last.fm/serve/252/12285119.jpg
149;the_sound_of_lucrecia;http://www.last.fm/music/The+Sound+Of+Lucrecia;http://userserve-ak.last.fm/serve/252/37565391.jpg
150;porzellan;http://www.last.fm/music/Porzellan;http://userserve-ak.last.fm/serve/252/36392371.jpg
151;deep_forest;http://www.last.fm/music/Deep+Forest;http://userserve-ak.last.fm/serve/252/347830.jpg
152;porcupine_tree;http://www.last.fm/music/Porcupine+Tree;http://userserve-ak.last.fm/serve/252/13065279.jpg
153;de/vision;http://www.last.fm/music/De%252FVision;http://userserve-ak.last.fm/serve/252/14554013.jpg
154;radiohead;http://www.last.fm/music/Radiohead;http://userserve-ak.last.fm/serve/252/8461967.jpg
155;robbie_williams;http://www.last.fm/music/Robbie+Williams;http://userserve-ak.last.fm/serve/252/35492555.png
156;vast;http://www.last.fm/music/VAST;http://userserve-ak.last.fm/serve/252/3516839.jpg
157;michael_jackson;http://www.last.fm/music/Michael+Jackson;http://userserve-ak.last.fm/serve/252/30501527.png
158;?;http://www.last.fm/music/%D7%A2%D7%91%D7%A8%D7%99+%D7%9C%D7%99%D7%93%D7%A8;http://userserve-ak.last.fm/serve/252/329485.jpg
159;the_cure;http://www.last.fm/music/The+Cure;http://userserve-ak.last.fm/serve/252/9151219.jpg
160;?;http://www.last.fm/music/%D7%90%D7%91%D7%99%D7%91+%D7%92%D7%A4%D7%9F;http://userserve-ak.last.fm/serve/252/5810143.jpg
161;enrique_iglesias;http://www.last.fm/music/Enrique+Iglesias;http://userserve-ak.last.fm/serve/252/46065447.png
162;god_is_an_astronaut;http://www.last.fm/music/God+Is+an+Astronaut;http://userserve-ak.last.fm/serve/252/47057207.jpg
163;pink_floyd;http://www.last.fm/music/Pink+Floyd;http://userserve-ak.last.fm/serve/252/39219129.jpg
164;?;http://www.last.fm/music/%D7%99%D7%95%D7%A0%D7%99+%D7%91%D7%9C%D7%95%D7%9A;http://userserve-ak.last.fm/serve/252/12529149.jpg
165;planet_funk;http://www.last.fm/music/Planet+Funk;http://userserve-ak.last.fm/serve/252/30909637.jpg
166;the_cranberries;http://www.last.fm/music/The+Cranberries;http://userserve-ak.last.fm/serve/252/8407.jpg
167;scissor_sisters;http://www.last.fm/music/Scissor+Sisters;http://userserve-ak.last.fm/serve/252/52406253.png
168;?;http://www.last.fm/music/%D7%93%D7%A0%D7%99%D7%90%D7%9C+%D7%A1%D7%9C%D7%95%D7%9E%D7%95%D7%9F;http://userserve-ak.last.fm/serve/252/352614.jpg
169;?;http://www.last.fm/music/%D7%90%D7%91%D7%99%D7%AA%D7%A8+%D7%91%D7%A0%D7%90%D7%99;http://userserve-ak.last.fm/serve/252/2225728.jpg
170;mew;http://www.last.fm/music/Mew;http://userserve-ak.last.fm/serve/252/42247291.jpg
171;stereophonics;http://www.last.fm/music/Stereophonics;http://userserve-ak.last.fm/serve/252/248095.jpg
172;garbage;http://www.last.fm/music/Garbage;http://userserve-ak.last.fm/serve/252/143186.jpg
173;placebo;http://www.last.fm/music/Placebo;http://userserve-ak.last.fm/serve/252/300983.jpg
174;infected_mushroom;http://www.last.fm/music/Infected+Mushroom;http://userserve-ak.last.fm/serve/252/6628687.jpg
175;delerium;http://www.last.fm/music/Delerium;http://userserve-ak.last.fm/serve/252/7342823.jpg
176;scorpions;http://www.last.fm/music/Scorpions;http://userserve-ak.last.fm/serve/252/3616479.png
177;rock_star_supernova;http://www.last.fm/music/Rock+Star+Supernova;http://userserve-ak.last.fm/serve/252/139182.jpg
178;dolores_oriordan;http://www.last.fm/music/Dolores+O%27Riordan;http://userserve-ak.last.fm/serve/252/5515307.jpg
179;tommy_lee;http://www.last.fm/music/Tommy+Lee;http://userserve-ak.last.fm/serve/252/17693251.jpg
180;roxette;http://www.last.fm/music/Roxette;http://userserve-ak.last.fm/serve/252/2298997.jpg
181;paradise_lost;http://www.last.fm/music/Paradise+Lost;http://userserve-ak.last.fm/serve/252/35325935.jpg
182;keane;http://www.last.fm/music/Keane;http://userserve-ak.last.fm/serve/252/8891209.jpg
183;jamiroquai;http://www.last.fm/music/Jamiroquai;http://userserve-ak.last.fm/serve/252/17958209.jpg
184;james_blunt;http://www.last.fm/music/James+Blunt;http://userserve-ak.last.fm/serve/252/2862243.jpg
185;reamonn;http://www.last.fm/music/Reamonn;http://userserve-ak.last.fm/serve/252/45094837.png
